일자,기업명,분야,투자금,단계,투자사
2023-04-05,메디허브,의료자문 전문 플랫폼,비공개,,메디허브 의료인 투자조합 1호
2023-04-05,센슈얼모먼트,여성향 오디오 플랫폼,20억원,시리즈A브릿지,수이제네리스파트너스
2023-04-07,브로드씨엔에스,AICC 플랫폼,20억원,시리즈A,티에스 14호 뉴딜 혁신성장 투자조합
2023-04-12,자라소프트,SaaS,비공개,시드,더인밴션랩
2023-04-17,쇼골프,골프연습장 브랜드,비공개,,"이지스투자파트너스-자이언트파트너스PE-이베스트투자증권 컨소시엄, 신한금융그룹 SI펀드, 대신프라이빗에쿼티 & SKS프라이빗에쿼티 컨소시엄"
2023-04-19,리스크제로,스마트건설안전 솔루션,40억원,,머카바
2023-04-24,타이드풀,스마트양식 데이터 솔루션,비공개,시드,본엔젤스벤처파트너스
2023-04-28,밸아벨바이오,기능성 바이오 소재,비공개,시드,시리즈벤처스
2023-04-28,마이브레인,수직형 MRI 개발사,2억원,시드,에이아이엔젤-씨엔티테크 개인투자조합 2호
2023-05-01,차오르다,AI 에듀 플랫폼,비공개,,"에이아이엔젤-씨엔티테크 2호 조합, 조이시티-씨엔티테크 1호 조합"
2023-05-02,애드오피,에드테크,비공개,인수합병,테크랩스
2023-05-03,체인익스빌,의약품 골드체인,비공개,시드,스타터21 개인투자조합
2023-05-03,스터디워크,파트 타임 스터디,비공개,시드,본엔젤스벤처파트너스
2023-05-08,비비트리,디지털 스톡 콘텐츠,비공개,인수합병,산돌메타랩
2023-05-09,엘포박스,유아 교육콘텐츠,비공개,시드,엔슬파트너스
2023-05-10,소셜러스,유튜브 채널 거래소,비공개,시드,패스파인더
2023-05-16,브이더블유엑스,아티스트 커리어 플랫폼,비공개,시드,원빌리언파트너스
2023-05-16,콜게이트,ARS 기업,100억원,,더웰스-키움 그로쓰캐피탈 투자조합
2023-05-17,아론,전기차 충전 서비스,비공개,시드,더벤처스
2023-05-17,디토닉,시공간 빅데이터,134억원,프리시리즈A,
2023-05-18,리솔,뇌질환 전자약,비공개,프리시리즈A,뉴패러다임인베스트먼트
2023-05-19,브레디스헬스케어,치매 진단,비공개,시드,"카이스트청년창업투자, 체크메이트캐피털"
2023-05-23,SPBT,푸드테크,비공개,시드,더인벤션랩
2023-05-23,하이드미플리즈,푸드테크,비공개,시드,더인벤션랩
2023-05-24,라다하임,바이오,4억원,,쿨리지코너인베스트먼트 외
2023-05-25,엘에스바이오,건강기능식품,비공개,프리시리즈A,뉴패러다임인베스트먼트
2023-05-26,남도소반,로컬 식재료 밀키트,1억5000만원,시드,전남창업기술지주회사
2023-05-31,비욘드뮤직,음원IP 투자,2000억원,,프랙티스캐피탈
2023-06-02,타임소프트,AI 빅데이터 플랫폼,20억원,,"유니온커뮤니티, 하마지마방재시스템"
2023-06-07,인투코어테크놀로지,플라즈마,125억원,시리즈B,지유소부장프로젝트1호조합
2023-06-07,인투코어테크놀로지스,플라즈마 기술,125억원,시리즈B,지유소부장프로젝트1호조합
2023-06-07,일삼헤르츠,글로벌 구매대행,30억원,프리시리즈A,율호
2023-06-12,뮤팟,콘텐츠 IP 스타트업,비공개,프리시리즈A,블루포인트파트너스
2023-06-13,부커스,전자책 B2B,비공개,시드,블루포인트파트너스
2023-06-13,스퀴즈비츠,AI 경량화,비공개,지원금,딥테크팁스
2023-06-14,케이엘,의료용 레이저,비공개,인수합병,스페클립스
2023-06-14,빅모빌리티,화물차 주차장 검색 플랫폼,비공개,시드,본엔젤스벤처파트너스
2023-06-14,씨티셀즈,바이오,비공개,지원금,딥테크팁스
2023-06-14,지오로봇,이동로봇 플랫폼,비공개,지원금,딥테크팁스
2023-06-15,한국자산매입,부동산,비공개,,블루포인트파트너스
2023-06-16,꾼미디어,베트남 이커머스,비공개,프리시리즈A,뉴패러다임인베스트먼트
2023-06-16,젠핏엑스,골프데이터 사이언스,3억원,시드,VTNG
2023-06-16,모두의예체능,맞춤형 예체능 수업,6억원,시드,큐더스벤처스 외
2023-06-19,에이치앤파워,수소에너지,30억원,,성광벤드
2023-06-20,아토리서치,클라우드 솔루션,100억원,시리즈C,
2023-06-20,닷슬래시대시,숏폼 콘텐츠 마케팅 플랫폼,50억원,프리시리즈A브릿지,스탠더스
2023-06-20,호라이존테크놀로지,AI 기반 증권분석 솔루션,비공개,프리시리즈A,굿씽즈
2023-06-21,코넥티브,디지털헬스케어,15억원,지원금,딥테크팁스
2023-06-22,이지차저,전기차 충전 인프라,135억원,,"현대공업, 안다아시아벤처스"
2023-06-27,솔라네트웍스시스템,그린 에너지 발전소 투자,비공개,,그라운드업벤처스
2023-06-29,아이엠에스원,모빌리티 솔루션,200억원,,오아시스에쿼티파트너스
2023-07-03,파로스마린,해양모빌리티,비공개,시드,
2023-07-03,피터페터,반려동물,9억원,프리시리즈A,"엠와이소셜컴퍼니, 하이투자파트너스"
2023-07-03,도구공간,순찰로봇,비공개,시리즈A,삼익매츠벤처스
2023-07-04,스텔라비전,인공위성 데이터 기반 비즈니스 인텔리전스,5억원,시드,"포항공과대학교기술지주, 하나벤처스"
2023-07-04,비알랩,슬립테크,25억원,프리시리즈A,골든오크인베스트먼트
2023-07-05,큐빅,데이터 생성,비공개,시드,네이버D2SF
2023-07-05,코인트래빗,외화 생활 금융 플랫폼,비공개,,뉴본벤처스
2023-07-05,모이버,증강현실,비공개,프리시리즈A브릿지,
2023-07-06,알앤원,아웃도어 플랫폼,비공개,프리시리즈A,뉴패러다임인베스트먼트
2023-07-07,딥아이,AI 기반 비파괴검사 솔루션,15억원,지원금,딥테크팁스
2023-07-10,인핸드플러스,헬스케어,30억원,시리즈A,"IPS벤처스, 스트롱벤처스, 메이플투자파트너스, 메디씨앤씨, 젠엑시스, 뮤어우즈벤처스"
2023-07-11,엔바이어스,로봇 전문 기업,15억원,지원금,딥테크팁스
2023-07-13,배러댄서프,라이프스타일,비공개,지원금,프리팁스
2023-07-14,쿠프마케팅,모바일 플랫폼,비공개,,에어아시아 슈퍼앱
2023-07-17,첼린저스게임즈,게임 개발,40억원,프리시리즈A,케이넷-크릿 콘텐츠 투자조합
2023-07-17,스카이플레이,블록체인 게임,127억원,,LDA캐피털
2023-07-18,모티,디지털 웨이트 머신,비공개,시드,한국투자액셀러레이터
2023-07-19,무신사,패션,2000억원,시리즈C,"콜버그크래비스로버츠(KKR), 웰링턴매니지먼트"
2023-07-24,업테라,신약개발,100억원,시리즈B브릿지,유안바이오VC
2023-07-24,수학에심장을달다,수학 학습 시스템,비공개,시드,더인벤션랩
2023-07-25,딥스마텍,상온 초박막 증착 기술,비공개,지원금,딥테크팁스
2023-07-25,타키,테블릿 키오스크,비공개,시드,소상공마켓혁신펀드1호
2023-07-25,체인로지스,당일 도착 택배,10억원,,퍼플코퍼레이션
2023-07-25,씨라이프사이언스랩,수산물 식자재,비공개,시드,소상공마켓혁신펀드 1호
2023-07-26,에스유엠,자율주행,비공개,시드,젠엑시스
2023-07-27,리쿼스퀘어,주류 브랜드,3억원,시드,임팩트스퀘어
2023-07-28,커먼컴퓨터,블록체인 클라우드,80억원,시리즈B브릿지,"인바디, HB인베스트먼트"
2023-07-28,파로스아이바이오,바이오,비공개,,코스닥상장
2023-07-31,더블유닷에이아이,초음파 이미지 분석,3억원,,더인벤션랩
2023-07-31,뷰전,스마트윈도우 제조,비공개,프리시리즈A,"한국투자액셀러레이터, 윤민창의투자재단"
2023-07-31,달파,AI 스타트업,비공개,지원금,딥테크팁스
2023-07-31,브이피피랩,재생에너지,비공개,프리시리즈A,엠와이소셜컴퍼니
2023-08-01,퍼즐몬스터즈,블록체인 게임,비공개,시드,크릿벤처스
2023-08-01,퀘스터,실감형 기술,비공개,,큐더스벤처스
2023-08-01,와인루트,주류스마트오더,15억원,프리시리즈A,"베이스인베스트먼트,본엔젤스벤처파트너스"
2023-08-02,리빌더AI,3D 생성 AI 솔루션,비공개,시드브릿지,이녹스
2023-08-03,비링커,가공품 조달,비공개,시드,브이엔티지
2023-08-08,굿샵,B2B유통 DX 통합 솔루션,비공개,시드,씨엔티테크-디비드림빅 투자조합
2023-08-08,로보스,도축 자동화 솔루션,비공개,지원금,딥테크팁스
2023-08-08,게임프로,e스포츠 코칭 플랫폼,비공개,시드,나눔엔젤스
2023-08-09,스튜디오얌얌,영상 제작,비공개,시드,제로원투파트너스
2023-08-09,곳간로지스,화물운송 중개,비공개,,포시에스
2023-08-09,아모트래블,어드벤처 여행 플랫폼,비공개,시드,더벤처스
2023-08-09,파트리지시스템즈,자율주행 데이터 솔루션,5억원,프리시리즈A,에이에프더블유파트너스
2023-08-09,시큐어링크,보안,비공개,시드,씨엔티테크-디비드림빅 투자조합
2023-08-14,시제,의류 디지털 소싱,3억원,시드브릿지,"킹고스프링, 비욘드밸리"
2023-08-14,귤메달,주스 기업,비공개,시드,제주창조경제혁신센터
2023-08-16,에이더엑스,AI,비공개,시드,알토스벤처스
2023-08-17,올댓메이커,당구장 브랜드,비공개,,씨엔티테크
2023-08-18,엑프엑스아이피,브랜드애그리게이터,비공개,시드,시리즈벤처스
2023-08-18,에프씨유,의료용 초음파기기,비공개,시드,제로투원파트너스
2023-08-21,모티바코리아,의료기기,70억원,시리즈B,에스티·제이 엔엠 신기술투자조합
2023-08-21,빈블러코퍼레이션,의류 물류 서비스,비공개,시드,시리즈벤처스
2023-08-21,올리고앤진파마슈티컬,바이오,비공개,시드,젠엑시스
2023-08-21,닥터테일,반려동물 건강 상담,30억원,프리시리즈A,스타셋인베스트먼트
2023-08-24,세이프키친,식당 주방 위생 관리,비공개,,"브이엔티지, 문라이트파트너스"
2023-08-24,퓨쳐메디신,신약개발,63억원,프리IPO,"LSK인베스트먼트, 마그나인베스트먼트, 드림스톤프라이빗에쿼티, 우신벤처투자"
2023-08-24,한국신용데이터,소상공인 경영 관리,1000억원,,모간스탠리 택티컬밸류
2023-08-25,비블,가상 프로덕션 플랫폼,비공개,지원금,딥테크팁스
2023-08-25,페어리,고객 참여 솔루션,비공개,지원금,딥테크팁스
2023-08-31,크라우드웍스,AI 학습데이터 플랫폼,비공개,코스닥 상장,
2023-09-01,안드레이아,멘탈헬스케어,비공개,시드,한림대기술지주
2023-09-06,커머스타,디지털 광고 솔루션,비공개,인수합병,에즈위메이크
2023-09-08,아이앰히어,가구 플랫폼,10억원,프리시리즈A,패스웨이고성장투자조합1호
2023-09-11,스페이스맵,우주,비공개,지원금,딥테크팁스
2023-09-15,플로메디,뇌질환 치료제,4억원,시드,포항공과대학교기술지주
2023-09-19,바이너리브릿지,라스트마일,비공개,지원금,포스트팁스
2023-09-20,더와트,전기차 충전,비공개,시드,"더인벤션랩, DS네트웍스"
2023-09-20,청춘에프앤비,닭꼬치,비공개,,"더인벤션랩, DS네트웍스"
2023-09-21,오드아이,생성형 보컬 AI,비공개,,네이버D2SF
2023-09-22,리솔,전자약,비공개,지원금,팁데크팁스
2023-09-22,제이앤피메디,의료 데이터,비공개,지원금,스케일업 팁스
2023-09-22,마이링크,제조IT 서비스 플랫폼,비공개,시드,로우파트너스
2023-09-26,팜코프,재고 상품 순환 솔루션,비공개,지원금,딥테크팁스
2023-09-27,브이피피랩,재생에너지,비공개,지원금,딥테크팁스
2023-09-27,에이치비스미스,QA,비공개,지원금,포스트팁스
2023-10-04,테파로보틱스,산업용 로봇 제어 솔루션,비공개,지원금,딥테크팁스
2023-10-05,에스피비티,푸드테크,비공개,시드,브이디컴퍼니
2023-10-05,씨스페이스24,편의점,비공개,인수합병,더맘마
2023-10-10,해빗팩토리,보험,65억원,,신한하이퍼커넥트 투자조합 제1호
2023-10-12,엘피스셀테라퓨틱스,세포치료제,40억원,시리즈A,"대교인베스트먼트, BSK인베스트먼트, 패스파인더에이치, LK기술투자, 더터닝포인트"
2023-10-12,블루랩스,수질정화제,3억원,시드,"넥스트드림엔젤클럽, 고려대학교 기술지주회사"
2023-10-16,젠핏엑스,골프 데이터 사이언스,비공개,시드브릿지,"젠핏엑스개인투자조합1호, 블리츠자산운용"
2023-10-16,자버,올인원 전자 문서 서비스,비공개,시드,씨엔티테크-DB드림빅 투자조합
2023-10-16,사이클로이드,중고 이륜차 거래 플랫폼,비공개,시드,인포뱅크
2023-10-16,인터갤러틱,취미 클래스 통합 관리 플랫폼,비공개,시드,"원빌리언파트너스, 리얼비즌"
2023-10-19,알페스,분말 원자층 코팅,비공개,지원금,딥테크팁스
2023-10-20,이온어스,에너지모빌리티,비공개,지원금,딥테크팁스
2023-10-20,나루씨큐리티,보안,비공개,,LF인베스트먼트
2023-10-24,코드네임봄,게임,비공개,시드,"엔슬파트너스, 블리스바인벤처스"
2023-10-24,피에로컴퍼니,리퍼비시 전자기기 구,비공개,,"HGI, 고든앤파트너스"
2023-10-25,스피나이,메디컬 AI,비공개,시드,부산연합기술지주
2023-10-27,모먼트스튜디오,여행 콘텐츠 커머스,비공개,,뉴본벤처스
2023-10-27,공기와물,패션브랜드,비공개,시드,"베이스인베스트먼트, 패스트벤처스, 나이스타이밍투자조합, 배우 손석구"
2023-11-02,웨이브앤바이브,가정간편식,비공개,시드,시리즈벤처스
2023-11-03,닐스,해양바이오,비공개,시드,부산연합기술지주
2023-11-06,베러웍스,리모트워커 채용,1억원,시드,스타트업아일랜드 제주 개인투자조합 2호
2023-11-06,포페어런츠,시니어 여행,비공개,시드,임팩트스퀘어
2023-11-08,굿샵,B2B 주류 유통 플랫폼,비공개,프리시리즈A,시리즈벤처스
2023-11-09,컨텍,우주항공,비공개,IPO,코스닥상장
2023-11-09,청춘에프앤비,푸드테크,비공개,시드,씨엔티테크
2023-11-14,쓰리랩스,B2B 와인 발주,비공개,시드,"더벤처스, 에프아이신성장 개인투자조합"
2023-11-16,웰스케어,메디컬테크,비공개,프리시리즈A브릿지,알케미스타파트너스
2023-11-16,케이뷰티월드와이드,뷰티 브랜드 액셀러레이터,5억원,,"김기사랩, 메가스터디-윤민-마크 벤처투자조합"
2023-11-23,슬로웨이브,슬립테크,비공개,지원금,딥테크팁스
2023-11-23,더블엑스소프트,가상자산 세무회계,비공개,프리시리즈A,
2023-11-23,딥오토,AI 운영 자동화,비공개,시드,네이버D2SF
2023-11-28,퀀텀에이아이,비정형데이터 자산화,6억원,,줌인파트너스
2023-11-28,스콘,버추얼 유튜버 3D모델링,5억원,프리시리즈A,에스비파트너스
2023-11-29,쿨사인,전기차 충전 플랫폼,10억원,,패스파인더에이치
2023-11-30,유토피아게임즈,온라인 소셜 카지노,120억원,시리즈A,에스유홀딩스
2023-11-30,딥오토,AI 운영 자동화,비공개,지원금,딥테크팁스
2023-12-01,슈크란코리아,중동 전문 스타트업,비공개,시드,원빌리언파트너스
2023-12-04,어센트스포츠,스포츠 뉴트리션,비공개,,베타하우스X
2023-12-05,디아비전,디지털헬스케어 모바일 솔루션,비공개,지원금,팁스(블리스바인벤처스)
